,genre1,genre2,style1,style2,style3,style4,style5,mood1,mood2,mood3,mood4,mood5,mood6,mood7,mood8,mood9,mood10
bastille,Pop/Rock,,Alternative/Indie Rock,Indie Electronic,New Wave/Post-Punk Revival,,,Nocturnal,Trippy,Bittersweet,Clinical,Dramatic,Elegant,Literate,Poignant,Detached,Druggy
bay city rollers,Pop/Rock,,Contemporary Pop/Rock,AM Pop,Power Pop,,,Sugary,Carefree,Celebratory,Cheerful,Effervescent,Exuberant,Fun,Gleeful,Innocent,Light
bazuka,Pop/Rock,Easy Listening,Instrumental Pop,,,,,,,,,,,,,,
bb king,Blues,R&B,Modern Electric Blues,Soul-Blues,Early R&B,Memphis Blues,Regional Blues,Amiable/Good-Natured,Dramatic,Earnest,Gritty,Passionate,Refined,Reflective,Wistful,Intimate,Laid-Back/Mellow
bbmak,Pop/Rock,Classical,Contemporary Pop/Rock,Film Score,Adult Alternative Pop/Rock,Alternative/Indie Rock,Teen Pop,Bittersweet,Cheerful,Confident,Innocent,Playful,Reflective,Sentimental,Sweet,Theatrical,Amiable/Good-Natured
beastie boys,Rap,Pop/Rock,Alternative Rap,Golden Age,Alternative Pop/Rock,Alternative/Indie Rock,Old-School Rap,Boisterous,Brash,Bravado,Carefree,Cheerful,Confident,Freewheeling,Manic,Playful,Rousing
beck,Pop/Rock,Electronic,Alternative Pop/Rock,Alternative/Indie Rock,Indie Rock,Lo-Fi,Alternative Dance,Freewheeling,Intimate,Playful,Reflective,Trippy,Atmospheric,Clinical,Effervescent,Fun,Humorous
becky g,Pop/Rock,,Dance-Pop,Pop-Rap,,,,Flashy,Swaggering,Confident,Freewheeling,Fun,Extroverted,Irreverent,Ambitious,Brash,Bravado
bee gees,Pop/Rock,R&B,Adult Contemporary,AM Pop,Contemporary Pop/Rock,Disco,Soft Rock,Celebratory,Romantic,Sentimental,Sweet,Theatrical,Cheerful,Gentle,Laid-Back/Mellow,Lush,Soothing
beenie man,Reggae,,Dancehall,Ragga,Contemporary Reggae,,,Celebratory,Literate,Street-Smart,Summery,Boisterous,Confident,Passionate,Rousing,Sexual,Aggressive
belinda carlisle,Pop/Rock,,Adult Contemporary,Contemporary Pop/Rock,New Wave,Punk/New Wave,,Amiable/Good-Natured,Carefree,Cheerful,Confident,Innocent,Reflective,Sentimental,Summery,Sweet,Wistful
bell biv devoe,R&B,,Contemporary R&B,New Jack Swing,,,,Celebratory,Sensual,Sexual,Confident,Brash,Humorous,Playful,Stylish,Exuberant,Fun
ben e king,R&B,Pop/Rock,Brill Building Pop,Early Pop/Rock,Soul,Early R&B,Pop-Soul,Earnest,Elegant,Refined,Romantic,Stylish,Gentle,Passionate,Plaintive,Poignant,Soothing
benny mardones,Pop/Rock,,Adult Contemporary,Album Rock,Arena Rock,Hard Rock,Soft Rock,Confident,Earnest,Rousing,Sentimental,,,,,,
berlin,Pop/Rock,,Album Rock,Experimental,Hard Rock,New York Punk,Proto-Punk,Confident,Confrontational,Street-Smart,Theatrical,Angst-Ridden,Anguished/Distraught,Cerebral,Complex,Druggy,Gloomy
bert kaempfert,Easy Listening,,Orchestral/Easy Listening,Film Score,,,,Elegant,Smooth,Gentle,Romantic,Warm,Amiable/Good-Natured,Calm/Peaceful,Laid-Back/Mellow,Light,Refined
bertie higgins,Pop/Rock,,Soft Rock,Contemporary Pop/Rock,,,,Laid-Back/Mellow,Amiable/Good-Natured,Summery,Cheerful,Intimate,Reflective,Romantic,Gentle,Sentimental,Soothing
bette midler,Vocal,Pop/Rock,Adult Contemporary,Cast Recordings,Show Tunes,Soft Rock,Contemporary Pop/Rock,Brassy,Playful,Romantic,Dramatic,Earnest,Intimate,Reflective,Slick,Warm,Bright
better than ezra,Pop/Rock,,Alternative Pop/Rock,Alternative/Indie Rock,Post-Grunge,Adult Alternative Pop/Rock,American Trad Rock,Earnest,Warm,Bittersweet,Melancholy,Searching,Amiable/Good-Natured,Exciting,Ironic,Irreverent,Laid-Back/Mellow
betty wright,R&B,,Soul,Quiet Storm,,,,Sensual,Street-Smart,Celebratory,Confident,Playful,Stylish,Fun,Sexual,Freewheeling,
beverly bremers,Pop/Rock,,Contemporary Pop/Rock,Soft Rock,,,,,,,,,,,,,
beyonce,R&B,,Contemporary R&B,Dance-Pop,Pop,Teen Pop,,Celebratory,Stylish,Amiable/Good-Natured,Confident,Energetic,Sexy,Spicy,Dramatic,Exuberant,Fun
big brother and the holding company,Pop/Rock,,Blues-Rock,Psychedelic/Garage,Acid Rock,Album Rock,,Passionate,Reckless,Aggressive,Boisterous,Cathartic,Confident,Druggy,Energetic,Rebellious,Visceral
big mountain,Reggae,Pop/Rock,Reggae-Pop,Contemporary Reggae,Adult Contemporary,,,Amiable/Good-Natured,Cheerful,Earnest,Gentle,Laid-Back/Mellow,Reflective,Soothing,,,
big pun,Rap,,,,,,,,,,,,,,,,
big sean,Rap,,Midwest Rap,Pop-Rap,,,,Bravado,Introspective,Self-Conscious,Brooding,Confident,Nocturnal,Rebellious,Searching,Street-Smart,Aggressive
big tymers,Rap,,Dirty South,Gangsta Rap,Southern Rap,,,Boisterous,Brash,Celebratory,Confident,Confrontational,Energetic,Exuberant,Fiery,Freewheeling,Irreverent
bill conti deetta little and nelson pigford,Stage & Screen,,Film Music,Film Score,Original Score,TV Music,Soundtracks,Atmospheric,Searching,Theatrical,Dramatic,Tense/Anxious,Bravado,Confident,Energetic,Light,Reflective
bill cosby,Comedy/Spoken,,Standup Comedy,Observational Humor,Comedy,Music Comedy,,Amiable/Good-Natured,Gentle,Humorous,Witty,Confident,Quirky,Reflective,Freewheeling,Fun,Laid-Back/Mellow
bill withers,R&B,Jazz,Soul,Smooth Soul,Urban,,,Gentle,Soothing,Reflective,Soft/Quiet,Wistful,Elegant,Intimate,Laid-Back/Mellow,Melancholy,Poignant
billie myers,Pop/Rock,,Adult Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Pop/Rock,Contemporary Singer/Songwriter,,Strong,Agreeable,Lively,Lonely,Aggressive,Explosive,Marching,Positive,Serious,Yearning
billy currington,Country,,Contemporary Country,,,,,Amiable/Good-Natured,Bittersweet,Bright,Cheerful,Confident,Earnest,Fun,Reflective,Relaxed,Romantic
billy idol,Pop/Rock,,Contemporary Pop/Rock,Dance-Rock,Hard Rock,Punk,Punk/New Wave,Bravado,Confident,Snide,Brash,Rousing,Stylish,Swaggering,Theatrical,Aggressive,Provocative
billy joe royal,Country,R&B,Pop-Soul,Soul,Country-Pop,AM Pop,,Relaxed,Sentimental,Slick,Romantic,Earnest,Gentle,Refined,Amiable/Good-Natured,Reflective,
billy joel,Pop/Rock,,Album Rock,Contemporary Pop/Rock,Singer/Songwriter,Soft Rock,Keyboard,Amiable/Good-Natured,Autumnal,Nostalgic,Refined,Acerbic,Bittersweet,Brash,Cynical/Sarcastic,Earnest,Energetic
billy ocean,R&B,,Adult Contemporary,Adult Contemporary R&B,Dance-Pop,Soul,Disco,Amiable/Good-Natured,Energetic,Euphoric,Passionate,Positive,Reassuring/Consoling,Reflective,Soothing,Sophisticated,Strong
billy paul,R&B,,Philly Soul,Soul,Quiet Storm,Smooth Soul,,Earnest,Plaintive,Poignant,Gentle,Uplifting,Amiable/Good-Natured,Elegant,Laid-Back/Mellow,Passionate,Romantic
billy preston,R&B,,Soul,Funk,Early R&B,Pop-Soul,,Amiable/Good-Natured,Celebratory,Exuberant,Earthy,Passionate,Playful,Rollicking,Energetic,Fun,Romantic
billy preston and syreeta,R&B,,Soul,Funk,Early R&B,Pop-Soul,,Amiable/Good-Natured,Celebratory,Exuberant,Earthy,Passionate,Playful,Rollicking,Energetic,Fun,Romantic
billy ray cyrus,Country,,Contemporary Country,Country-Pop,,,,Lively,Rousing,Swaggering,Celebratory,Freewheeling,Fun,Humorous,Playful,Rambunctious,Rollicking
billy squier,Pop/Rock,,Arena Rock,Hard Rock,,,,Rowdy,Celebratory,Sexual,Swaggering,Energetic,Boisterous,Rollicking,Rousing,,
billy swan,Pop/Rock,,Country-Rock,Rock & Roll,Contemporary Pop/Rock,,,Amiable/Good-Natured,Cheerful,Confident,Earnest,Earthy,Freewheeling,Organic,Passionate,Reverent,Rollicking
billy vera and the beaters,Pop/Rock,,,,,,,,,,,,,,,,
biz markie,Rap,,Comedy Rap,East Coast Rap,Golden Age,Pop-Rap,,Brash,Celebratory,Gleeful,Irreverent,Silly,Amiable/Good-Natured,Boisterous,Humorous,Ironic,Joyous
bj thomas,Country,Pop/Rock,Country-Pop,Soft Rock,AM Pop,Contemporary Pop/Rock,CCM,Gentle,Sentimental,Sweet,Wistful,Amiable/Good-Natured,Fun,Laid-Back/Mellow,Poignant,Smooth,Warm
black box,Pop/Rock,,Art Rock,Prog-Rock,Experimental Electronic,Chamber Music,Choral,Brooding,Cerebral,Indulgent,Elaborate,Intense,Plaintive,Ambitious,Atmospheric,Bleak,Tense/Anxious
blackstreet,R&B,,Club/Dance,Contemporary R&B,New Jack Swing,,,Stylish,Dreamy,Reflective,Romantic,Slick,Soothing,Sophisticated,Sparkling,Intimate,Laid-Back/Mellow
blake shelton,Country,,Contemporary Country,New Traditionalist,,,,Cathartic,Earnest,Intimate,Laid-Back/Mellow,Organic,Playful,Refined,Reflective,,
blaque,R&B,Pop/Rock,Contemporary R&B,Pop,,,,Amiable/Good-Natured,Boisterous,Fun,Humorous,Playful,Quirky,Sensual,Sexual,Sexy,Smooth
blessid union of souls,Pop/Rock,,Adult Alternative Pop/Rock,Alternative/Indie Rock,Adult Contemporary,,,Earnest,Plaintive,Reflective,Refined,Brooding,Literate,Poignant,Bittersweet,Intimate,Sentimental
blink 182,Comedy/Spoken,,Comedy,,,,,,,,,,,,,,
blondie,Pop/Rock,Electronic,American Punk,Contemporary Pop/Rock,New Wave,New York Punk,Punk,Brash,Confident,Ironic,Sexual,Sexy,Stylish,Swaggering,Wry,Acerbic,Boisterous
blood sweat  tears,Rap,,Gangsta Rap,Hardcore Rap,,,,,,,,,,,,,
bloodstone,R&B,,Funk,Soul,,,,Intimate,Passionate,Romantic,Gentle,Soothing,Summery,Calm/Peaceful,Earnest,Laid-Back/Mellow,Smooth
blu cantrell,R&B,,Contemporary R&B,,,,,Angry,Earnest,Sensual,Bittersweet,Confrontational,Intimate,Passionate,Plaintive,Playful,Poignant
blue cheer,Pop/Rock,,Acid Rock,Hard Rock,Heavy Metal,Psychedelic/Garage,Blues-Rock,Aggressive,Brooding,Druggy,Intense,Menacing,Raucous,Rowdy,Uncompromising,Visceral,Malevolent
blue magic,R&B,,Philly Soul,Quiet Storm,Smooth Soul,Soul,,Amiable/Good-Natured,Calm/Peaceful,Dreamy,Intimate,Laid-Back/Mellow,Passionate,Sentimental,Sexy,Soothing,Stylish
blue october,Pop/Rock,,Alternative Pop/Rock,Alternative/Indie Rock,Post-Grunge,Adult Alternative Pop/Rock,Punk/New Wave,Angst-Ridden,Bittersweet,Earnest,Gloomy,Intense,Ominous,Paranoid,Poignant,Reflective,Somber
blue ridge rangers,Pop/Rock,,Rock & Roll,Roots Rock,Contemporary Pop/Rock,Heartland Rock,,Bravado,Earthy,Passionate,Rollicking,Amiable/Good-Natured,Confident,Fun,Organic,Rowdy,Bitter
blue swede,Pop/Rock,,AM Pop,Bubblegum,Contemporary Pop/Rock,Sunshine Pop,Teen Idols,Amiable/Good-Natured,Carefree,Energetic,Exuberant,Fun,Gleeful,Happy,Innocent,Passionate,Playful
blues image,Pop/Rock,,AM Pop,Hard Rock,Blues-Rock,Album Rock,Arena Rock,Cheerful,Earnest,Innocent,Amiable/Good-Natured,Celebratory,Exuberant,Plaintive,Energetic,Passionate,Poignant
blues magoos,Pop/Rock,,Psychedelic/Garage,Garage Rock,Rock & Roll,,,Boisterous,Defiant,Energetic,Freewheeling,Savage,Confident,Exciting,Intense,Irreverent,Passionate
blues traveler,Pop/Rock,,American Trad Rock,Blues-Rock,Jam Bands,Contemporary Pop/Rock,Adult Alternative Pop/Rock,Amiable/Good-Natured,Laid-Back/Mellow,Rollicking,Carefree,Earnest,Freewheeling,Organic,Bittersweet,Poignant,Celebratory
bo donaldson and the heywoods,Pop/Rock,,Bubblegum,,,,,,,,,,,,,,
bob,Rap,,Southern Rap,Alternative Rap,Dirty South,Pop-Rap,,Freewheeling,Uplifting,Boisterous,Brash,Celebratory,Confident,Elaborate,Gutsy,Hedonistic,Irreverent
bob dylan,Pop/Rock,Folk,Country-Rock,Folk-Rock,Political Folk,Rock & Roll,Singer/Songwriter,Freewheeling,Rousing,Sardonic,Searching,Bittersweet,Enigmatic,Fiery,Intimate,Lively,Yearning
bob lind,Pop/Rock,,Folk-Rock,Psychedelic/Garage,AM Pop,Singer/Songwriter,,Autumnal,Bittersweet,Brooding,Literate,Poignant,Reflective,Wistful,Melancholy,Delicate,Earnest
bob seger,Pop/Rock,,Album Rock,Detroit Rock,Hard Rock,Rock & Roll,Heartland Rock,Earthy,Exuberant,Hungry,Rollicking,Swaggering,Bittersweet,Fiery,Freewheeling,Fun,Passionate
bob seger  the silver bullet band,Pop/Rock,,,,,,,Pure,Strong,Positive,,,,,,,
bob seger and the silver bullet band,Pop/Rock,,,,,,,Pure,Strong,Positive,,,,,,,
bob seger system,Pop/Rock,,,,,,,,,,,,,,,,
bob welch,Pop/Rock,,Album Rock,Contemporary Pop/Rock,Soft Rock,Blues-Rock,Hard Rock,Laid-Back/Mellow,,,,,,,,,
bobbi martin,Pop/Rock,,Contemporary Pop/Rock,,,,,,,,,,,,,,
bobbie gentry,Country,Pop/Rock,Country-Pop,AM Pop,Blue-Eyed Soul,Soul,Nashville Sound/Countrypolitan,Atmospheric,Bittersweet,Intense,Laid-Back/Mellow,Organic,Plaintive,Reflective,Sensual,Stylish,Warm
bobby boris pickett and the cryptkickers,Pop/Rock,,,,,,,,,,,,,,,,
bobby brown,R&B,,Contemporary R&B,New Jack Swing,Club/Dance,,,Confident,Sensual,Sexual,Playful,Fun,Sweet,Celebratory,Tough,,
bobby caldwell,Jazz,,Contemporary Jazz,Quiet Storm,Smooth Jazz,Soul,,Lively,Lush,Soothing,Sweet,Amiable/Good-Natured,Calm/Peaceful,Earnest,Gentle,Intimate,Sensual
bobby darin,Pop/Rock,Vocal,Brill Building Pop,Early Pop/Rock,Traditional Pop,AM Pop,Folk-Rock,Amiable/Good-Natured,Laid-Back/Mellow,Refined,Stylish,Elegant,Rousing,Brash,Carefree,Cheerful,Confident
bobby fuller four,Pop/Rock,,Rock & Roll,Frat Rock,Hot Rod,Surf,,Fun,Joyous,Energetic,Rollicking,Rousing,Innocent,Romantic,Sophisticated,Ambitious,
bobby goldsboro,Pop/Rock,Country,AM Pop,Soft Rock,Country-Pop,Nashville Sound/Countrypolitan,Early Pop/Rock,Earnest,Poignant,Soothing,Romantic,Sentimental,Gentle,,,,
bobby hebb,R&B,Classical,Soul,Vocal Music,AM Pop,Pop-Soul,,Amiable/Good-Natured,Earnest,Innocent,Cathartic,Elegant,Reflective,Relaxed,Romantic,Sentimental,Summery
bobby mcferrin,Vocal,Jazz,Post-Bop,Vocal Jazz,Contemporary Pop/Rock,Neo-Bop,,Amiable/Good-Natured,Exuberant,Summery,Cheerful,Fun,Humorous,Quirky,Sophisticated,Rousing,Theatrical
bobby sherman,Pop/Rock,,Bubblegum,Teen Idols,AM Pop,,,Amiable/Good-Natured,Innocent,Bright,Light,Sentimental,Sugary,Carefree,Refined,Smooth,Sweet
bobby shmurda,Rap,,East Coast Rap,Gangsta Rap,Hardcore Rap,,,Brash,Bravado,Confrontational,Energetic,Freewheeling,Gritty,Hedonistic,Hostile,Menacing,Provocative
bobby valentino,R&B,,Contemporary R&B,,,,,Bravado,Passionate,Romantic,Sensual,Sexual,Sophisticated,Sweet,Confident,Sexy,Soothing
bobby vee,Pop/Rock,,Brill Building Pop,Teen Idols,Early Pop/Rock,AM Pop,,Sugary,Cheerful,Gentle,Romantic,Sentimental,Wistful,Yearning,Earnest,Laid-Back/Mellow,Amiable/Good-Natured
bobby vinton,Vocal,Pop/Rock,Early Pop/Rock,Traditional Pop,Vocal Pop,AM Pop,,Amiable/Good-Natured,Earnest,Gentle,Happy,Joyous,Poignant,Reserved,Romantic,Smooth,Soft/Quiet
bobby womack,R&B,Stage & Screen,Soul,Funk,Smooth Soul,Southern Soul,Blaxploitation,Gritty,Organic,Yearning,Earthy,Intimate,Laid-Back/Mellow,Plaintive,Romantic,Street-Smart,Amiable/Good-Natured
bodeans,Pop/Rock,,Heartland Rock,Roots Rock,,,,Earthy,Energetic,Freewheeling,Passionate,Poignant,Reflective,Rousing,Sentimental,Amiable/Good-Natured,Cathartic
bon jovi,Pop/Rock,,Contemporary Pop/Rock,Hair Metal,Hard Rock,Pop-Metal,Arena Rock,Boisterous,Confident,Fun,Rousing,Sentimental,Brash,Cheerful,Energetic,Rambunctious,Raucous
bone thugsnharmony,Rap,,Gangsta Rap,Hardcore Rap,Pop-Rap,Midwest Rap,G-Funk,Angst-Ridden,Gloomy,Tough,Druggy,Laid-Back/Mellow,Menacing,Ominous,Street-Smart,Aggressive,Angry
bonnie pointer,R&B,Pop/Rock,Adult Contemporary,Quiet Storm,Soul,Urban,Contemporary Pop/Rock,,,,,,,,,,
bonnie raitt,Pop/Rock,Blues,Adult Contemporary,Blues-Rock,Contemporary Pop/Rock,Slide Guitar Blues,Contemporary Singer/Songwriter,Confident,Earthy,Organic,Summery,Celebratory,Exuberant,Passionate,Rollicking,Amiable/Good-Natured,Freewheeling
bonnie tyler,Pop/Rock,,Contemporary Pop/Rock,Album Rock,,,,Bittersweet,Sentimental,Theatrical,Earnest,Earthy,Passionate,Romantic,Yearning,Dramatic,Melancholy
booker t  the mgs,R&B,,R&B Instrumental,Memphis Soul,Soul,Southern Soul,,Earthy,Laid-Back/Mellow,Organic,Warm,Amiable/Good-Natured,Cheerful,Smooth,Summery,Confident,Greasy
boston,Pop/Rock,,Arena Rock,Contemporary Pop/Rock,Album Rock,Hard Rock,,Bright,Slick,Sophisticated,Amiable/Good-Natured,Atmospheric,Brassy,Confident,Graceful,Lively,Restrained
bow wow,Rap,,Pop-Rap,Dirty South,,,,Brash,Bravado,Confident,Rousing,Street-Smart,Celebratory,Energetic,Playful,Freewheeling,Fun
boy krazy,Pop/Rock,,Adult Contemporary,,,,,,,,,,,,,,
boy meets girl,Pop/Rock,Electronic,Adult Contemporary,Club/Dance,Contemporary Pop/Rock,Japanese Traditions,,Soft/Quiet,Warm,Refined,Relaxed,Lush,Slick,Gentle,Wry,Dreamy,Delicate
boys club,R&B,,Urban,,,,,,,,,,,,,,
boys like girls,Pop/Rock,,Alternative/Indie Rock,Emo-Pop,,,,Earnest,Exuberant,Summery,Urgent,Freewheeling,Rousing,Boisterous,Rambunctious,Angst-Ridden,Reflective
boyz ii men,R&B,,Adult Contemporary R&B,Contemporary R&B,New Jack Swing,,,Poignant,Reflective,Romantic,Soft/Quiet,Dramatic,Sensual,Sexy,Soothing,Stylish,Intimate
boz scaggs,Pop/Rock,R&B,Blue-Eyed Soul,Contemporary Pop/Rock,Soft Rock,Soul,Album Rock,Laid-Back/Mellow,Smooth,Sophisticated,Warm,Soothing,Stylish,Yearning,Amiable/Good-Natured,Passionate,Refined
brad paisley,Country,,Neo-Traditionalist Country,Contemporary Country,Country-Pop,Western Swing Revival,,Literate,Slick,Theatrical,Exuberant,Romantic,Witty,Earnest,Energetic,Gentle,Laid-Back/Mellow
brad paisley and carrie underwood,Country,,Neo-Traditionalist Country,Contemporary Country,Country-Pop,Western Swing Revival,,Literate,Slick,Theatrical,Exuberant,Romantic,Witty,Earnest,Energetic,Gentle,Laid-Back/Mellow
brandy,R&B,,Contemporary R&B,Pop,,,,Sentimental,Stylish,Fun,Gentle,Refined,Romantic,Sensual,Soft/Quiet,Confident,Exuberant
brandy and monica,Pop/Rock,,,,,,,,,,,,,,,,
brantley gilbert,Country,,Contemporary Country,Country-Pop,,,,Earthy,Freewheeling,Reserved,Romantic,Yearning,Aggressive,Agreeable,Amiable/Good-Natured,Brooding,Celebratory
bread,Pop/Rock,,Soft Rock,AM Pop,Contemporary Pop/Rock,,,Calm/Peaceful,Gentle,Intimate,Laid-Back/Mellow,Sentimental,Soothing,Poignant,Wistful,Amiable/Good-Natured,Earnest
breakfast club,Pop/Rock,,Dance-Pop,,,,,,,,,,,,,,
breathe,Country,Pop/Rock,Contemporary Country,Country-Pop,Pop,Adult Contemporary,,Cathartic,Passionate,Amiable/Good-Natured,Sophisticated,Stylish,Confident,Laid-Back/Mellow,Organic,Refined,Sentimental
brenda  the tabulations,R&B,Pop/Rock,Disco,Pop-Soul,Soul,AM Pop,,Celebratory,Elegant,Sophisticated,Romantic,Sensual,Sexy,Stylish,,,
brenda k starr,Latin,,Salsa,Latin Freestyle,Freestyle,Dance-Pop,,Stylish,Warm,Yearning,Summery,Theatrical,Exuberant,Rousing,Sensual,Confident,Dramatic
brenda lee,Country,Pop/Rock,Country-Pop,Early Pop/Rock,Nashville Sound/Countrypolitan,Rock & Roll,Rockabilly,Boisterous,Brash,Carefree,Cheerful,Confident,Exuberant,Plaintive,Dramatic,Energetic,Gentle
brenda russell,R&B,Classical,Adult Contemporary,Soul,Vocal Music,Contemporary Pop/Rock,Disco,Amiable/Good-Natured,Calm/Peaceful,Smooth,Warm,Exuberant,Intimate,Laid-Back/Mellow,Passionate,Romantic,Sensual
brenton wood,R&B,Pop/Rock,Brown-Eyed Soul,Soul,Beach,Pop-Soul,AM Pop,Amiable/Good-Natured,Fun,Passionate,Playful,Sensual,Stylish,Warm,Celebratory,Cheerful,Exuberant
brewer  shipley,Pop/Rock,Folk,Contemporary Christian,Folk-Pop,Jesus Rock,AM Pop,Contemporary Pop/Rock,Amiable/Good-Natured,Earthy,Laid-Back/Mellow,,,,,,,
brian mcknight,R&B,,Adult Contemporary,Adult Contemporary R&B,Contemporary R&B,Quiet Storm,,Carefree,Confident,Romantic,Sensual,Sexy,Stylish,Dreamy,Gentle,Passionate,Soft/Quiet
brick,R&B,,Disco,Funk,Soul,,,Dramatic,Exciting,Exuberant,Hypnotic,Joyous,Passionate,Rollicking,Boisterous,Carefree,Gutsy
britney spears,Pop/Rock,,Dance-Pop,Pop,Teen Pop,Adult Contemporary,Contemporary Pop/Rock,Brash,Energetic,Exuberant,Provocative,Stylish,Celebratory,Cheerful,Effervescent,Fun,Happy
brock and the bizz,Rap,,Southern Rap,,,,,,,,,,,,,,
brook benton,R&B,Pop/Rock,Early R&B,Early Pop/Rock,Soul,,,Celebratory,Earnest,Earthy,Exuberant,Plaintive,Poignant,Romantic,Sentimental,Yearning,Joyous
brooke valentine,R&B,Pop/Rock,Urban,Pop,,,,Boisterous,Carefree,Confident,Stylish,Energetic,Rousing,Street-Smart,Swaggering,Celebratory,Exuberant
brooks  dunn,Country,,Contemporary Country,Country-Pop,New Traditionalist,Neo-Traditionalist Country,,Amiable/Good-Natured,Confident,Laid-Back/Mellow,Theatrical,Bittersweet,Boisterous,Earnest,Literate,Rowdy,Cheerful
brownstone,R&B,,Contemporary R&B,,,,,Sensual,Agreeable,Calm/Peaceful,Sweet,Dreamy,Striding,Erotic,Intimate,Positive,
brownsville station,Pop/Rock,,Boogie Rock,Detroit Rock,Hard Rock,Rock & Roll,Contemporary Pop/Rock,Humorous,Playful,Raucous,Irreverent,Rebellious,Snide,Rollicking,Brash,Rambunctious,Rowdy
bruce hornsby and the range,Pop/Rock,,,,,,,Explosive,Restrained,Strong,Yearning,Lonely,Agreeable,Dreamy,Optimistic,Sad,Sentimental
bruce springsteen,Pop/Rock,Folk,Album Rock,Contemporary Pop/Rock,Heartland Rock,Rock & Roll,Alternative Folk,Earnest,Energetic,Epic,Passionate,Rousing,Fiery,Literate,Organic,Plaintive,Poignant
bruce willis,Pop/Rock,,Blue-Eyed Soul,Celebrity,,,,Lively,Optimistic,Positive,Strong,Boisterous,Swinging,,,,
bruno mars,Pop/Rock,,Contemporary Pop/Rock,Pop,Contemporary R&B,,,Innocent,Nostalgic,Sugary,Summery,Bright,Calm/Peaceful,Confident,Extroverted,Light,Romantic
bryan adams,Electronic,,,,,,,,,,,,,,,,
bryan adams rod stewart and sting,Pop/Rock,Blues,British Blues,British Invasion,Mod,Regional Blues,Contemporary Pop/Rock,Earthy,Rollicking,Rousing,,,,,,,
bt express,R&B,,Disco,Funk,Soul,,,Celebratory,,,,,,,,,
bubba sparxxx,Rap,,Country Rap,Dirty South,Southern Rap,,,Celebratory,Earthy,Rousing,Uncompromising,Amiable/Good-Natured,Brash,Confrontational,Earnest,Freewheeling,Humorous
buckcherry,Pop/Rock,,Hard Rock,Post-Grunge,Alternative Metal,American Trad Rock,Heavy Metal,Aggressive,Boisterous,Confident,Freewheeling,Brash,Celebratory,Energetic,Rambunctious,Raucous,Rousing
buckner  garcia,Pop/Rock,Comedy/Spoken,Comedy,Novelty,Contemporary Pop/Rock,,,Amiable/Good-Natured,Campy,Quirky,,,,,,,
buffalo springfield,Pop/Rock,,Country-Rock,Folk-Rock,Psychedelic/Garage,Rock & Roll,,Autumnal,Reflective,Wistful,Bittersweet,Gentle,Literate,Sprawling,Laid-Back/Mellow,Organic,Plaintive
burton cummings,Pop/Rock,,Contemporary Pop/Rock,Album Rock,Soft Rock,,,Amiable/Good-Natured,Calm/Peaceful,Carefree,Earnest,Earthy,Energetic,Laid-Back/Mellow,Light,Lyrical,Passionate
busta rhymes,Rap,,East Coast Rap,Hardcore Rap,Alternative Rap,,,Aggressive,Boisterous,Brash,Manic,Rambunctious,Raucous,Confident,Energetic,Intense,Irreverent
busta rhymes and mariah carey,Rap,,East Coast Rap,Hardcore Rap,Alternative Rap,,,Aggressive,Boisterous,Brash,Manic,Rambunctious,Raucous,Confident,Energetic,Intense,Irreverent
bw stevenson,Country,Pop/Rock,Country-Pop,Soft Rock,AM Pop,Country-Rock,Contemporary Pop/Rock,,,,,,,,,,
c w mccall,Country,Comedy/Spoken,Bakersfield Sound,Country-Pop,Truck Driving Country,Urban Cowboy,Comedy,Humorous,Sentimental,Quirky,Confident,Earnest,Rowdy,,,,
cah out,Rap,,Southern Rap,Hardcore Rap,,,,Celebratory,Energetic,Exciting,Hedonistic,Rowdy,Brash,Bravado,Freewheeling,Fun,Lively
cali swag district,Rap,,Pop-Rap,West Coast Rap,,,,Carefree,Confident,Humorous,Rollicking,Sparse,Swaggering,Brash,Playful,Relaxed,Hypnotic
calloway,R&B,,Contemporary R&B,New Jack Swing,,,,Confident,Fun,Carefree,Celebratory,Playful,Energetic,Sensual,Stylish,Sexy,
calvin harris,Electronic,Pop/Rock,Alternative Dance,Club/Dance,EDM,Pop,Dance-Pop,Celebratory,Confident,Freewheeling,Fun,Stylish,Witty,Amiable/Good-Natured,Carefree,Humorous,Irreverent
